Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
7072449,WHOSIS_000001,COUNTRY,RUS,YEAR,EUR,Europe,SEX,SEX_FMLE,2011,,,,,,,75.6 [75.5-75.6],75.55048524,75.5329411,75.63019323,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7072457,WHOSIS_000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,SEX_MLE,2015,,,,,,,73.8 [73.5-74.1],73.79291126,73.52447132,74.09508913,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7072897,WHOSIS_000001,COUNTRY,ITA,YEAR,EUR,Europe,SEX,SEX_FMLE,2010,,,,,,,84.2 [84.2-84.3],84.22011234,84.16437545,84.27584922,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7073093,WHOSIS_000001,COUNTRY,ETH,YEAR,AFR,Africa,SEX,SEX_MLE,2002,,,,,,,53.2 [52.5-54.0],53.20310528,52.5182166,53.96030842,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7073676,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,SEX_MLE,2005,,,,,,,75.2 [75.2-75.3],75.19028701,75.16744031,75.27067508,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
7073835,WHOSIS_000001,COUNTRY,LKA,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2003,,,,,,,73.4 [73.3-73.5],73.36803088,73.29488593,73.49555368,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7076535,WHOSIS_000001,COUNTRY,COL,YEAR,AMR,Americas,SEX,SEX_BTSX,2009,,,,,,,75.8 [75.5-76.1],75.75932913,75.50331402,76.12340878,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7076617,WHOSIS_000001,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2000,,,,,,,61.2 [60.4-62.0],61.16805031,60.35887913,62.01986284,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7076755,WHOSIS_000001,COUNTRY,JAM,YEAR,AMR,Americas,SEX,SEX_MLE,2018,,,,,,,69.6 [68.8-70.5],69.62501596,68.77274422,70.54752478,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7077398,WHOSIS_000001,COUNTRY,BLZ,YEAR,AMR,Americas,SEX,SEX_FMLE,2015,,,,,,,77.4 [77.2-77.6],77.40925842,77.18594085,77.64147146,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7077922,WHOSIS_000001,COUNTRY,FSM,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2002,,,,,,,60.4 [59.8-61.3],60.44973348,59.81791206,61.25324974,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7078396,WHOSIS_000001,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_MLE,2000,,,,,,,48.1 [47.1-49.0],48.05613009,47.11923512,48.96136094,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7079065,WHOSIS_000001,COUNTRY,LVA,YEAR,EUR,Europe,SEX,SEX_FMLE,2020,,,,,,,79.9 [79.8-80.0],79.86405958,79.76121751,80.01674344,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7079077,WHOSIS_000001,COUNTRY,NOR,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,75.9 [75.8-76.0],75.86103723,75.84123575,75.95921241,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7079213,WHOSIS_000001,COUNTRY,QAT,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2001,,,,,,,69.0 [68.5-69.5],68.99456196,68.50943159,69.50904852,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7080170,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2001,,,,,,,64.3 [63.6-65.0],64.26748076,63.64441351,64.97455053,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7080248,WHOSIS_000001,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2002,,,,,,,64.7 [64.4-65.1],64.70523519,64.44442801,65.05687644,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7080253,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,SEX_FMLE,2021,,,,,,,60.5 [59.6-61.5],60.54787171,59.57056751,61.50591377,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7080352,WHOSIS_000001,REGION,EMR,YEAR,,,SEX,SEX_FMLE,2003,,,,,,,67.3 [66.7-67.9],67.34951562,66.70470311,67.87788037,,2024-08-02T09:43:39.193+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
7080628,WHOSIS_000001,COUNTRY,BGD,YEAR,SEAR,South-East Asia,SEX,SEX_FMLE,2004,,,,,,,69.3 [68.9-69.8],69.33854562,68.87398019,69.81047915,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7081468,WHOSIS_000001,COUNTRY,EGY,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2013,,,,,,,70.5 [70.2-70.8],70.47150621,70.23562452,70.81035018,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7082335,WHOSIS_000001,COUNTRY,MNE,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,74.2 [74.1-74.4],74.21692268,74.07430532,74.42995752,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7082652,WHOSIS_000001,COUNTRY,CUB,YEAR,AMR,Americas,SEX,SEX_BTSX,2019,,,,,,,77.7 [77.6-77.8],77.66173555,77.63309376,77.76324649,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7082656,WHOSIS_000001,REGION,AMR,YEAR,,,SEX,SEX_MLE,2013,,,,,,,74.0 [73.9-74.2],74.04401387,73.87719002,74.24120827,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7083037,WHOSIS_000001,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_MLE,2010,,,,,,,54.2 [53.3-55.2],54.16534908,53.32986417,55.16131183,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7083553,WHOSIS_000001,COUNTRY,TJK,YEAR,EUR,Europe,SEX,SEX_MLE,2000,,,,,,,63.4 [62.7-64.2],63.38386435,62.72379517,64.18337149,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7083858,WHOSIS_000001,COUNTRY,SYC,YEAR,AFR,Africa,SEX,SEX_MLE,2001,,,,,,,68.2 [68.0-68.5],68.16032833,67.98658461,68.45737923,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7084304,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,SEX_BTSX,2021,,,,,,,61.8 [61.0-62.7],61.76934896,60.99101458,62.67185334,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7084478,WHOSIS_000001,COUNTRY,YEM,YEAR,EMR,Eastern Mediterranean,SEX,SEX_MLE,2000,,,,,,,61.5 [60.5-62.4],61.45211098,60.46985705,62.43506414,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7084537,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,53.9 [52.9-54.7],53.89862903,52.94269712,54.67755486,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7085440,WHOSIS_000001,COUNTRY,ISL,YEAR,EUR,Europe,SEX,SEX_BTSX,2015,,,,,,,82.1 [82.0-82.3],82.12605142,82.01991854,82.30277228,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7086410,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,SEX_FMLE,2010,,,,,,,59.1 [58.3-59.9],59.14912044,58.31596923,59.94776466,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7087593,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,SEX_BTSX,2004,,,,,,,51.6 [50.4-52.8],51.6479279,50.42759246,52.84807529,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7088052,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2018,,,,,,,66.5 [65.7-67.4],66.51753655,65.72020602,67.43211268,,2024-08-02T09:43:39.193+02:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
7088437,WHOSIS_000001,COUNTRY,IDN,YEAR,SEAR,South-East Asia,SEX,SEX_BTSX,2010,,,,,,,69.2 [68.7-69.8],69.23625966,68.71371707,69.76331519,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7088464,WHOSIS_000001,COUNTRY,BHR,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2000,,,,,,,71.3 [71.1-71.5],71.26851454,71.10536343,71.5142686,,2024-08-02T09:43:39.193+02:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
7089996,WHOSIS_000001,COUNTRY,KWT,YEAR,EMR,Eastern Mediterranean,SEX,SEX_FMLE,2009,,,,,,,81.5 [81.4-81.7],81.49603409,81.42121892,81.65584323,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7091137,WHOSIS_000001,COUNTRY,GAB,YEAR,AFR,Africa,SEX,SEX_MLE,2015,,,,,,,61.6 [60.7-62.4],61.57914986,60.7464999,62.40009333,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7091360,WHOSIS_000001,COUNTRY,OMN,YEAR,EMR,Eastern Mediterranean,SEX,SEX_BTSX,2009,,,,,,,73.1 [72.6-73.6],73.06401823,72.63483077,73.59955654,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7091774,WHOSIS_000001,COUNTRY,TJK,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,70.0 [69.6-70.4],69.96881459,69.56770915,70.43858397,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7092275,WHOSIS_000001,REGION,WPR,YEAR,,,SEX,SEX_MLE,2010,,,,,,,72.2 [71.9-72.6],72.24340573,71.94462233,72.62650071,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7093360,WHOSIS_000001,COUNTRY,FJI,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2019,,,,,,,67.9 [67.0-68.8],67.86595098,67.02478144,68.77206894,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7094267,WHOSIS_000001,COUNTRY,BLR,YEAR,EUR,Europe,SEX,SEX_FMLE,2014,,,,,,,78.4 [78.3-78.5],78.36681768,78.33976448,78.47630362,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7094432,WHOSIS_000001,COUNTRY,ZWE,YEAR,AFR,Africa,SEX,SEX_MLE,2011,,,,,,,51.3 [50.4-52.1],51.26847677,50.44167178,52.07922797,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7096222,WHOSIS_000001,COUNTRY,BEL,YEAR,EUR,Europe,SEX,SEX_MLE,2014,,,,,,,78.5 [78.5-78.6],78.53436594,78.52348897,78.6145239,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7096756,WHOSIS_000001,COUNTRY,GMB,YEAR,AFR,Africa,SEX,SEX_MLE,2006,,,,,,,59.2 [58.4-60.1],59.1711525,58.40590756,60.14026193,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7096980,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,SEX_FMLE,2002,,,,,,,81.7 [81.6-81.8],81.70175466,81.63568948,81.76781983,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7097691,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_FMLE,2004,,,,,,,81.6 [81.5-81.6],81.58614528,81.52597874,81.64631182,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7098144,WHOSIS_000001,COUNTRY,CZE,YEAR,EUR,Europe,SEX,SEX_MLE,2009,,,,,,,74.2 [74.2-74.3],74.18569198,74.16220092,74.2695195,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7098522,WHOSIS_000001,COUNTRY,MMR,YEAR,SEAR,South-East Asia,SEX,SEX_MLE,2014,,,,,,,63.9 [63.1-64.8],63.93730984,63.12612197,64.75516739,,2024-08-02T09:43:39.193+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
7099780,WHOSIS_000001,COUNTRY,LTU,YEAR,EUR,Europe,SEX,SEX_MLE,2010,,,,,,,67.5 [67.4-67.6],67.45196975,67.38300111,67.56510399,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7099840,WHOSIS_000001,COUNTRY,GNB,YEAR,AFR,Africa,SEX,SEX_FMLE,2021,,,,,,,61.1 [60.1-62.1],61.1022492,60.09420507,62.08050942,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7100567,WHOSIS_000001,COUNTRY,PER,YEAR,AMR,Americas,SEX,SEX_MLE,2013,,,,,,,78.0 [77.5-78.4],77.98323782,77.54554238,78.42296114,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7101375,WHOSIS_000001,COUNTRY,HRV,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,75.2 [75.1-75.3],75.19045711,75.14949193,75.33489489,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7101657,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_MLE,2020,,,,,,,78.5 [78.5-78.6],78.51577838,78.46210017,78.56945659,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7103245,WHOSIS_000001,COUNTRY,SVN,YEAR,EUR,Europe,SEX,SEX_MLE,2017,,,,,,,78.0 [77.9-78.2],78.00339284,77.9127033,78.17103829,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7104902,WHOSIS_000001,COUNTRY,SLE,YEAR,AFR,Africa,SEX,SEX_FMLE,2019,,,,,,,61.3 [60.3-62.4],61.30133453,60.32281379,62.43039787,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7105085,WHOSIS_000001,COUNTRY,MDG,YEAR,AFR,Africa,SEX,SEX_MLE,2005,,,,,,,59.5 [58.9-60.3],59.54915264,58.89582023,60.27043918,,2024-08-02T09:43:39.193+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
7105137,WHOSIS_000001,COUNTRY,AGO,YEAR,AFR,Africa,SEX,SEX_BTSX,2013,,,,,,,60.2 [59.5-61.3],60.21682799,59.50793533,61.31132936,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7105667,WHOSIS_000001,COUNTRY,GEO,YEAR,EUR,Europe,SEX,SEX_BTSX,2007,,,,,,,72.6 [72.4-72.8],72.55257679,72.36065371,72.83956649,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7107052,WHOSIS_000001,COUNTRY,SLB,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2009,,,,,,,66.9 [66.1-67.6],66.86366705,66.09756278,67.59156067,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7108977,WHOSIS_000001,COUNTRY,PHL,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2007,,,,,,,65.7 [65.4-66.1],65.66105933,65.37544883,66.09712609,,2024-08-02T09:43:39.193+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
7109566,WHOSIS_000001,COUNTRY,KEN,YEAR,AFR,Africa,SEX,SEX_FMLE,2004,,,,,,,56.8 [55.8-57.7],56.75644333,55.79501664,57.71932516,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7110343,WHOSIS_000001,COUNTRY,CPV,YEAR,AFR,Africa,SEX,SEX_MLE,2015,,,,,,,71.9 [71.3-72.7],71.87995021,71.29363375,72.65506018,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7111060,WHOSIS_000001,COUNTRY,COG,YEAR,AFR,Africa,SEX,SEX_BTSX,2017,,,,,,,62.8 [62.0-63.9],62.84312978,62.00757976,63.86336439,,2024-08-02T09:43:39.193+02:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
7112020,WHOSIS_000001,COUNTRY,SLV,YEAR,AMR,Americas,SEX,SEX_MLE,2020,,,,,,,67.1 [66.7-67.6],67.12666586,66.68862331,67.64702489,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7113797,WHOSIS_000001,COUNTRY,DEU,YEAR,EUR,Europe,SEX,SEX_FMLE,2012,,,,,,,82.8 [82.8-82.9],82.8418436,82.78753395,82.89615325,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7114452,WHOSIS_000001,COUNTRY,HND,YEAR,AMR,Americas,SEX,SEX_BTSX,2020,,,,,,,70.3 [69.8-70.9],70.3347631,69.82740979,70.91653939,,2024-08-02T09:43:39.193+02:00,2020,2020-01-01T00:00:00+01:00,2020-12-31T00:00:00+01:00
7114531,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,SEX_FMLE,2012,,,,,,,62.1 [61.4-63.1],62.11042845,61.37532922,63.06340938,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7114592,WHOSIS_000001,COUNTRY,ATG,YEAR,AMR,Americas,SEX,SEX_MLE,2009,,,,,,,72.9 [72.7-73.2],72.88976056,72.67411007,73.22656139,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7115841,WHOSIS_000001,COUNTRY,LBR,YEAR,AFR,Africa,SEX,SEX_BTSX,2010,,,,,,,60.4 [59.6-61.2],60.3582726,59.5655614,61.24342785,,2024-08-02T09:43:39.193+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
7116822,WHOSIS_000001,COUNTRY,FSM,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2021,,,,,,,68.7 [67.8-69.6],68.65811813,67.84832646,69.62234503,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7117356,WHOSIS_000001,COUNTRY,KGZ,YEAR,EUR,Europe,SEX,SEX_FMLE,2011,,,,,,,73.5 [73.3-73.8],73.5204971,73.32020371,73.79064399,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7117503,WHOSIS_000001,COUNTRY,AZE,YEAR,EUR,Europe,SEX,SEX_FMLE,2002,,,,,,,69.4 [68.9-70.0],69.41180095,68.89017953,69.95376336,,2024-08-02T09:43:39.193+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
7118254,WHOSIS_000001,COUNTRY,IRL,YEAR,EUR,Europe,SEX,SEX_MLE,2012,,,,,,,78.4 [78.4-78.5],78.39990207,78.36871049,78.49689342,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
7118340,WHOSIS_000001,COUNTRY,ZAF,YEAR,AFR,Africa,SEX,SEX_MLE,2013,,,,,,,58.9 [58.6-59.2],58.85459774,58.56447153,59.16606568,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7118410,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2004,,,,,,,71.9 [71.7-72.3],71.93150989,71.66460363,72.28870233,,2024-08-02T09:43:39.193+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
7119637,WHOSIS_000001,COUNTRY,SVK,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,71.1 [71.1-71.3],71.12508991,71.07569748,71.25910779,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7119753,WHOSIS_000001,REGION,AMR,YEAR,,,SEX,SEX_BTSX,2008,,,,,,,75.9 [75.8-76.1],75.93790985,75.81563205,76.09532369,,2024-08-02T09:43:39.193+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
7119814,WHOSIS_000001,COUNTRY,ZMB,YEAR,AFR,Africa,SEX,SEX_MLE,2011,,,,,,,55.7 [54.8-56.6],55.67420987,54.78286555,56.55930346,,2024-08-02T09:43:39.193+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
7120978,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,SEX_MLE,2013,,,,,,,73.1 [72.8-73.4],73.06039505,72.81885081,73.37401349,,2024-08-02T09:43:39.193+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
7121004,WHOSIS_000001,COUNTRY,JPN,YEAR,WPR,Western Pacific,SEX,SEX_FMLE,2021,,,,,,,87.2 [87.2-87.2],87.15803555,87.15211518,87.21674179,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7122303,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,SEX_MLE,2006,,,,,,,54.0 [53.2-54.9],54.01632363,53.23084752,54.92455503,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7122629,WHOSIS_000001,COUNTRY,ISR,YEAR,EUR,Europe,SEX,SEX_FMLE,2009,,,,,,,83.0 [83.0-83.1],83.04377909,83.02849047,83.12577601,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7126180,WHOSIS_000001,COUNTRY,STP,YEAR,AFR,Africa,SEX,SEX_FMLE,2021,,,,,,,72.8 [72.4-73.4],72.81319018,72.3716024,73.35567827,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7126212,WHOSIS_000001,COUNTRY,KHM,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2015,,,,,,,68.7 [68.1-69.3],68.66739766,68.12676152,69.32393149,,2024-08-02T09:43:39.193+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
7126251,WHOSIS_000001,COUNTRY,PNG,YEAR,WPR,Western Pacific,SEX,SEX_BTSX,2001,,,,,,,63.4 [62.6-64.2],63.3735659,62.61396239,64.17957795,,2024-08-02T09:43:39.193+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
7126294,WHOSIS_000001,COUNTRY,SVN,YEAR,EUR,Europe,SEX,SEX_MLE,2021,,,,,,,77.5 [77.4-77.7],77.53865791,77.43830851,77.71236368,,2024-08-02T09:43:39.193+02:00,2021,2021-01-01T00:00:00+01:00,2021-12-31T00:00:00+01:00
7126641,WHOSIS_000001,REGION,AFR,YEAR,,,SEX,SEX_MLE,2009,,,,,,,57.3 [56.5-58.2],57.27603214,56.52834004,58.18587049,,2024-08-02T09:43:39.193+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
7126924,WHOSIS_000001,COUNTRY,UKR,YEAR,EUR,Europe,SEX,SEX_MLE,2006,,,,,,,62.2 [62.2-62.3],62.18732486,62.1628051,62.25716234,,2024-08-02T09:43:39.193+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
7127374,WHOSIS_000001,COUNTRY,ISL,YEAR,EUR,Europe,SEX,SEX_FMLE,2019,,,,,,,83.9,83.90044964,,,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7127653,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,SEX_BTSX,2019,,,,,,,83.5 [83.5-83.6],83.47957563,83.46403442,83.56488046,,2024-08-02T09:43:39.193+02:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
7127695,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,SEX_BTSX,2012,,,,,,,81.5 [81.5-81.6],81.49329928,81.49143935,81.56020934,,2024-08-02T09:43:39.193+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
