SpatialDimType,SpatialDim,Dim1,TimeDim,NumericValue
COUNTRY,MNG,Both,2016,69.64443247
COUNTRY,BEN,Male,2000,55.40472341
COUNTRY,HTI,Male,2006,59.75801275
COUNTRY,NGA,Female,2021,64.77942703
COUNTRY,TUN,Female,2002,77.44128241
COUNTRY,JAM,Male,2010,71.91591069
COUNTRY,SUR,Male,2006,68.83869253
WORLDBANKINCOMEGROUP,WB_LI,Both,2018,63.71209289
REGION,EUR,Both,2012,76.35705486
COUNTRY,MRT,Male,2003,65.10215047
COUNTRY,MDA,Male,2011,65.45329204
COUNTRY,RWA,Female,2002,51.91732877
COUNTRY,TZA,Male,2001,52.50686868
COUNTRY,GEO,Male,2011,67.57839371
COUNTRY,LBR,Female,2009,60.40580282
REGION,AMR,Male,2002,71.6446778
COUNTRY,JPN,Female,2002,85.33905362
COUNTRY,DZA,Female,2020,75.15921358
COUNTRY,UGA,Male,2019,62.8214983
COUNTRY,DJI,Female,2010,63.62359978
COUNTRY,NER,Male,2009,57.12258162
COUNTRY,IRQ,Male,2008,66.61183532
COUNTRY,BEL,Female,2001,80.97678614
COUNTRY,ATG,Male,2013,73.65439855
COUNTRY,YEM,Male,2015,66.14513155
COUNTRY,BHS,Male,2015,69.79919391
COUNTRY,MWI,Both,2020,63.46287777
COUNTRY,SDN,Female,2016,69.79466863
COUNTRY,PAN,Both,2010,76.99379194
COUNTRY,JOR,Female,2001,72.14831788
COUNTRY,KAZ,Both,2004,65.11633982
COUNTRY,GAB,Both,2001,57.70877986
COUNTRY,THA,Male,2004,68.7000793
COUNTRY,KOR,Both,2011,80.95337202
COUNTRY,BGR,Both,2016,74.77317639
COUNTRY,TTO,Female,2000,72.89773779
COUNTRY,MOZ,Both,2005,51.92845833
COUNTRY,LAO,Both,2010,64.42237003
COUNTRY,MDV,Male,2004,70.30082914
COUNTRY,VNM,Male,2007,67.99329687
COUNTRY,WSM,Both,2014,70.13172182
COUNTRY,SDN,Female,2004,65.38952336
COUNTRY,ZAF,Male,2000,54.1547898
COUNTRY,VNM,Male,2015,68.7124022
COUNTRY,IRQ,Male,2016,67.53510132
COUNTRY,FIN,Both,2013,80.67798392
COUNTRY,BTN,Male,2019,72.86801769
COUNTRY,USA,Male,2018,76.43795287
COUNTRY,TTO,Both,2001,70.55567603
COUNTRY,SVN,Male,2007,74.55540856
COUNTRY,MYS,Female,2004,76.16484135
REGION,EUR,Both,2009,75.31619825
COUNTRY,GRD,Both,2012,72.68392882
COUNTRY,GRD,Both,2016,72.49134059
COUNTRY,PER,Both,2007,78.66735579
COUNTRY,CMR,Both,2008,55.69426406
GLOBAL,GLOBAL,Female,2002,69.80016364
COUNTRY,SVN,Male,2003,72.4833361
COUNTRY,DOM,Both,2010,73.80111624
COUNTRY,GHA,Female,2016,67.38636778
COUNTRY,CMR,Male,2007,53.6781127
COUNTRY,CIV,Female,2007,57.97087346
COUNTRY,HRV,Male,2002,71.31903049
REGION,WPR,Female,2014,79.97984687
COUNTRY,GMB,Both,2017,64.31746247
COUNTRY,GRD,Female,2015,75.56605558
COUNTRY,KGZ,Female,2005,70.76154975
COUNTRY,KEN,Female,2020,69.67346734
COUNTRY,MLI,Male,2006,56.8537012
COUNTRY,SAU,Female,2020,77.92078278
COUNTRY,IDN,Male,2004,65.20292402
WORLDBANKINCOMEGROUP,WB_HI,Male,2020,77.38933622
COUNTRY,TTO,Both,2003,70.96473433
COUNTRY,MDV,Both,2017,78.16955603
COUNTRY,IRQ,Female,2016,74.68612033
COUNTRY,KEN,Female,2005,57.78088931
COUNTRY,CRI,Female,2003,81.0153565
COUNTRY,VUT,Male,2017,63.97889237
COUNTRY,DNK,Female,2001,79.11825103
COUNTRY,UKR,Both,2013,71.55330688
COUNTRY,CMR,Male,2004,52.37547825
COUNTRY,ALB,Both,2021,76.39089034
COUNTRY,ISR,Both,2017,82.38134543
COUNTRY,MNE,Both,2017,77.14980899
COUNTRY,KOR,Both,2006,78.96689178
WORLDBANKINCOMEGROUP,WB_UMI,Both,2009,72.7546341
COUNTRY,PAK,Male,2012,64.03493417
COUNTRY,LTU,Both,2016,74.70145984
COUNTRY,BEN,Both,2007,59.82688455
COUNTRY,IRQ,Both,2014,70.22637913
COUNTRY,COD,Female,2012,60.13749172
COUNTRY,NAM,Female,2018,66.22433545
COUNTRY,LBY,Male,2019,71.46825386
COUNTRY,TZA,Female,2016,67.24867934
WORLDBANKINCOMEGROUP,WB_UMI,Both,2006,71.61510574
COUNTRY,JAM,Female,2007,74.14591744
COUNTRY,ECU,Both,2009,74.93359345
COUNTRY,BOL,Female,2018,73.57936506
COUNTRY,AUT,Female,2019,83.77630106
COUNTRY,MAR,Male,2010,71.69109081
COUNTRY,BLZ,Female,2005,75.12396336
COUNTRY,ATG,Both,2002,74.99067045
COUNTRY,MDV,Both,2009,74.43155141
COUNTRY,NER,Both,2001,50.89945855
COUNTRY,LSO,Male,2012,46.31952107
COUNTRY,DJI,Male,2010,60.43811764
COUNTRY,NAM,Male,2003,49.69421145
COUNTRY,URY,Male,2014,73.1833476
COUNTRY,CIV,Female,2019,66.19220788
COUNTRY,GIN,Both,2005,56.45301837
COUNTRY,LBR,Female,2002,55.10898909
COUNTRY,TUN,Male,2001,72.06995887
COUNTRY,CYP,Female,2008,82.72508528
COUNTRY,VEN,Male,2011,70.58756647
COUNTRY,HUN,Female,2009,78.14738431
COUNTRY,ESP,Both,2004,79.99552369
COUNTRY,DOM,Both,2002,73.59133884
COUNTRY,HUN,Female,2011,78.49829646
REGION,EUR,Both,2014,76.88838577
COUNTRY,KIR,Female,2009,64.66602885
COUNTRY,NOR,Both,2016,82.11289124
COUNTRY,SUR,Male,2007,69.1456578
COUNTRY,SWE,Male,2011,79.67689139
COUNTRY,ARE,Both,2003,78.5604186
COUNTRY,SGP,Male,2000,76.25730394
COUNTRY,CRI,Both,2020,79.99304212
COUNTRY,GHA,Male,2008,59.02172419
COUNTRY,JPN,Both,2002,82.10074471
COUNTRY,LUX,Male,2018,80.90398198
COUNTRY,ESP,Female,2013,85.15147734
COUNTRY,GBR,Female,2009,81.96679855
COUNTRY,MLI,Both,2017,61.01919215
COUNTRY,RWA,Both,2007,60.82526391
COUNTRY,GNQ,Both,2021,61.60542301
COUNTRY,BRA,Female,2019,78.72827056
COUNTRY,GNQ,Both,2000,54.03083545
COUNTRY,BGD,Female,2021,74.56256042
COUNTRY,JAM,Both,2006,74.44972953
COUNTRY,ARE,Male,2012,80.0918985
COUNTRY,CYP,Both,2017,81.86957092
COUNTRY,FSM,Both,2013,65.16296685
COUNTRY,TJK,Female,2012,72.89346815
COUNTRY,EST,Male,2021,72.82558679
COUNTRY,AUS,Male,2012,80.36483191
COUNTRY,SDN,Male,2015,67.13030641
COUNTRY,LAO,Both,2021,68.23189407
COUNTRY,GRD,Male,2017,70.23845238
COUNTRY,FRA,Male,2006,77.14308795
REGION,EUR,Male,2009,71.66614409
COUNTRY,ITA,Female,2003,82.44532554
COUNTRY,MRT,Both,2017,69.81185094
COUNTRY,KWT,Female,2013,84.43919253
REGION,WPR,Both,2008,74.68933231
COUNTRY,MDG,Both,2009,62.2488395
COUNTRY,CUB,Female,2000,78.96098203
COUNTRY,SVK,Both,2021,74.50941328
COUNTRY,TKM,Both,2000,65.56917712
COUNTRY,KWT,Both,2012,81.34259433
COUNTRY,ZWE,Male,2001,44.91497527
COUNTRY,IRQ,Both,2017,71.60611249
COUNTRY,THA,Male,2015,73.59516819
COUNTRY,SLV,Both,2018,74.65055232
COUNTRY,CHN,Female,2010,77.71578806
COUNTRY,NLD,Male,2001,75.76509469
COUNTRY,VNM,Both,2008,72.35184572
COUNTRY,SWE,Male,2000,77.28173956
COUNTRY,SRB,Both,2008,73.82988623
COUNTRY,ARE,Male,2019,80.97624201
COUNTRY,GUY,Male,2019,65.57886304
COUNTRY,ISR,Male,2005,77.68934233
COUNTRY,NAM,Both,2014,61.94948428
COUNTRY,STP,Female,2009,69.61635482
COUNTRY,CAN,Both,2007,80.38195578
COUNTRY,NZL,Female,2006,81.76145818
COUNTRY,MKD,Female,2019,76.92244716
COUNTRY,BRB,Male,2002,72.81013223
COUNTRY,MDG,Both,2012,62.96002316
COUNTRY,SEN,Female,2011,67.541782
COUNTRY,SOM,Both,2009,50.66979598
COUNTRY,PHL,Male,2002,65.80096076
COUNTRY,BRB,Male,2000,72.32203653
COUNTRY,EGY,Both,2009,69.78931749
REGION,AFR,Female,2016,64.83970048
COUNTRY,PRI,Male,2011,74.94445959
COUNTRY,MMR,Female,2005,64.27731426
COUNTRY,FRA,Male,2008,77.59900942
COUNTRY,MYS,Male,2007,72.48988114
COUNTRY,BEN,Both,2004,58.86876901
COUNTRY,CZE,Both,2005,75.99869845
WORLDBANKINCOMEGROUP,WB_LI,Female,2013,63.89689964
COUNTRY,MRT,Both,2005,65.90883345
COUNTRY,BGR,Both,2005,72.47648279
COUNTRY,GEO,Male,2013,68.18380659
COUNTRY,URY,Female,2009,80.54419412
COUNTRY,MEX,Both,2011,75.42631561
COUNTRY,TZA,Both,2020,67.40275668
COUNTRY,DNK,Male,2012,78.10683839
COUNTRY,URY,Female,2017,80.80024565
COUNTRY,SVN,Both,2002,76.50389555
COUNTRY,FIN,Both,2010,79.86591036
COUNTRY,THA,Male,2010,72.13946836
COUNTRY,SLV,Male,2018,69.84388761
COUNTRY,STP,Both,2021,71.17810896
COUNTRY,MLT,Male,2008,77.57965015
COUNTRY,CIV,Male,2007,54.02064857
COUNTRY,TLS,Male,2009,65.67469815
COUNTRY,LSO,Both,2011,49.10182257
COUNTRY,LKA,Female,2006,77.64857465
COUNTRY,POL,Male,2008,71.16781499
COUNTRY,HRV,Both,2016,78.28594377
COUNTRY,AGO,Male,2011,56.60611027
COUNTRY,SLB,Female,2007,66.43760404
COUNTRY,ESP,Male,2007,77.56477206
COUNTRY,SVK,Both,2003,73.78042489
COUNTRY,BOL,Male,2006,68.2019149
COUNTRY,MMR,Female,2018,71.79337527
COUNTRY,AZE,Male,2021,70.49563595
COUNTRY,MEX,Female,2002,76.98796559
COUNTRY,NZL,Male,2002,76.42889406
COUNTRY,TCD,Male,2020,57.60120318
COUNTRY,SDN,Both,2013,67.75900519
COUNTRY,LBN,Female,2006,78.81846587
COUNTRY,BOL,Both,2008,69.78566323
COUNTRY,COM,Both,2012,66.39715563
COUNTRY,KEN,Both,2005,56.3951405
COUNTRY,SVK,Male,2014,73.25106768
COUNTRY,IRL,Female,2019,83.59929764
COUNTRY,BHR,Female,2001,71.57886769
COUNTRY,MNG,Female,2014,73.33613101
COUNTRY,PRI,Male,2013,75.82860634
COUNTRY,TCD,Both,2015,57.84629101
COUNTRY,BDI,Female,2006,55.87489052
COUNTRY,EGY,Male,2004,66.50482162
COUNTRY,KAZ,Female,2020,75.33905852
COUNTRY,BRN,Male,2015,75.23984156
COUNTRY,KWT,Both,2018,82.93662831
COUNTRY,MMR,Female,2019,72.04070291
COUNTRY,TON,Both,2012,72.2449478
COUNTRY,GHA,Male,2011,60.27009416
COUNTRY,MEX,Male,2008,72.5285675
COUNTRY,JAM,Male,2020,70.10294255
COUNTRY,RUS,Female,2018,77.57565528
COUNTRY,EST,Female,2003,77.14641753
COUNTRY,COG,Both,2002,53.80580675
COUNTRY,STP,Both,2015,70.55687146
COUNTRY,LAO,Male,2014,64.23525785
COUNTRY,POL,Female,2001,78.24184854
WORLDBANKINCOMEGROUP,WB_HI,Both,2021,79.65119873
COUNTRY,EST,Male,2018,73.9705578
COUNTRY,TCD,Female,2020,60.86584484
WORLDBANKINCOMEGROUP,WB_LI,Both,2006,58.16441655
COUNTRY,PRI,Male,2015,77.11896454
COUNTRY,SEN,Both,2018,68.44236378
COUNTRY,MNE,Male,2005,71.57358491
COUNTRY,ALB,Both,2009,75.55770059
COUNTRY,NAM,Male,2001,50.46479796
COUNTRY,SWE,Both,2019,82.71414637
COUNTRY,UGA,Female,2013,65.93238451
COUNTRY,SLB,Male,2004,61.31374828
COUNTRY,COL,Both,2013,77.2278702
COUNTRY,MOZ,Male,2010,51.05397326
REGION,SEAR,Male,2015,68.45302164
COUNTRY,MDA,Female,2017,76.62526033
COUNTRY,LBR,Female,2019,64.20078315
COUNTRY,SDN,Both,2015,68.32706556
COUNTRY,KIR,Male,2004,57.49598029
COUNTRY,ITA,Female,2002,82.71254874
COUNTRY,GBR,Female,2005,80.92577038
GLOBAL,GLOBAL,Both,2018,72.88886288
COUNTRY,AFG,Both,2006,56.992143
COUNTRY,BIH,Female,2008,79.62714023
COUNTRY,BLR,Male,2014,67.78036041
COUNTRY,BDI,Both,2008,57.79081906
COUNTRY,SWE,Both,2017,82.0845963
REGION,AFR,Male,2004,53.62484918
COUNTRY,BLR,Female,2002,74.03254444
COUNTRY,NIC,Female,2012,79.98416527
GLOBAL,GLOBAL,Both,2009,70.21807678
COUNTRY,KGZ,Female,2014,74.83150813
COUNTRY,DJI,Male,2002,57.81014491
COUNTRY,IRL,Both,2007,79.35545225
COUNTRY,BGR,Male,2014,71.01756769
COUNTRY,HND,Male,2003,69.28410428
COUNTRY,CUB,Both,2010,77.83366676
COUNTRY,LSO,Male,2016,47.38280835
COUNTRY,SWZ,Male,2020,52.79745696
COUNTRY,UGA,Both,2013,62.71779853
COUNTRY,TUN,Female,2012,79.0058719
COUNTRY,IRN,Male,2011,75.17692796
COUNTRY,PRT,Both,2003,77.31485554
COUNTRY,LBN,Male,2010,75.66622105
COUNTRY,LKA,Male,2018,74.02485503
COUNTRY,MNE,Female,2008,77.471044
COUNTRY,LBN,Male,2004,75.46993853
COUNTRY,BOL,Male,2000,65.05683813
COUNTRY,SWE,Male,2012,79.72341854
COUNTRY,CMR,Male,2015,57.21855183
COUNTRY,BOL,Female,2017,73.33221997
COUNTRY,UKR,Male,2015,67.11975658
COUNTRY,GRC,Female,2018,83.23920608
COUNTRY,JPN,Male,2020,81.88217905
COUNTRY,RUS,Both,2017,72.49941608
COUNTRY,SWE,Female,2013,83.31033775
COUNTRY,VEN,Female,2013,78.96261307
COUNTRY,DEU,Female,2016,82.99511864
COUNTRY,GEO,Female,2005,76.00819637
COUNTRY,TKM,Male,2006,61.91351847
REGION,AFR,Female,2006,57.77335846
COUNTRY,JAM,Female,2006,76.37982375
COUNTRY,SVN,Both,2006,78.04014469
WORLDBANKINCOMEGROUP,WB_UMI,Female,2019,78.72237849
COUNTRY,VUT,Female,2013,70.1647333
COUNTRY,BRB,Both,2020,76.9491323
COUNTRY,AZE,Both,2000,65.23458004
COUNTRY,PAN,Female,2001,79.23393913
COUNTRY,MOZ,Female,2019,61.66544035
COUNTRY,PHL,Male,2004,65.56944742
COUNTRY,KWT,Both,2002,78.20659931
COUNTRY,KHM,Female,2003,64.17489894
COUNTRY,CPV,Both,2012,74.4642814
COUNTRY,IND,Female,2013,70.19604684
COUNTRY,TTO,Female,2011,76.95259661
COUNTRY,MYS,Female,2021,75.31574097
COUNTRY,FRA,Female,2018,85.04064201
COUNTRY,DNK,Male,2015,78.79913466
COUNTRY,EGY,Female,2010,72.57219935
COUNTRY,FSM,Female,2014,68.14107831
COUNTRY,ISR,Female,2000,80.62666581
COUNTRY,KHM,Female,2012,70.46495793
COUNTRY,SYR,Female,2012,70.4470329
COUNTRY,EGY,Female,2006,72.27753976
COUNTRY,SAU,Female,2019,77.74939572
COUNTRY,LCA,Male,2010,72.40980416
COUNTRY,KOR,Female,2008,83.11588322
COUNTRY,KGZ,Male,2012,66.03579269
COUNTRY,NZL,Female,2007,81.98693489
COUNTRY,NZL,Both,2016,81.73038595
COUNTRY,GAB,Female,2015,66.88440659
COUNTRY,SVN,Male,2000,72.17337478
COUNTRY,BGD,Female,2009,71.60069418
COUNTRY,OMN,Both,2011,73.21785366
COUNTRY,KGZ,Both,2004,66.99096069
COUNTRY,VCT,Both,2020,72.74742918
COUNTRY,VUT,Both,2002,65.03950977
COUNTRY,ATG,Male,2001,72.36017485
COUNTRY,ETH,Male,2015,65.4238703
COUNTRY,TLS,Female,2005,66.45949216
COUNTRY,CIV,Male,2019,61.18866234
COUNTRY,MOZ,Both,2004,51.81518653
COUNTRY,NLD,Male,2004,76.82087232
COUNTRY,LBY,Both,2011,71.43952101
COUNTRY,JAM,Both,2010,73.95794492
COUNTRY,MMR,Female,2012,69.16844336
COUNTRY,UKR,Both,2014,70.89072091
COUNTRY,NZL,Male,2005,77.86020175
COUNTRY,SEN,Both,2006,63.06775371
COUNTRY,TUR,Male,2003,71.59233622
COUNTRY,MDA,Male,2006,62.62025714
COUNTRY,SLE,Both,2001,50.94581314
COUNTRY,FRA,Female,2000,82.51861744
COUNTRY,ESP,Male,2013,79.73295498
COUNTRY,HUN,Male,2013,72.05885611
COUNTRY,UGA,Male,2003,49.70880324
COUNTRY,EGY,Female,2008,72.50761759
COUNTRY,ECU,Female,2009,78.11552342
COUNTRY,KIR,Male,2001,56.98211454
COUNTRY,CHN,Female,2014,79.41411702
COUNTRY,TZA,Female,2017,67.59644813
COUNTRY,AGO,Female,2010,60.07161543
COUNTRY,HND,Both,2021,68.96309289
COUNTRY,VUT,Female,2016,70.48952853
COUNTRY,GHA,Male,2016,62.17338676
COUNTRY,HRV,Male,2004,72.03869643
COUNTRY,TUN,Female,2006,78.22614299
COUNTRY,BLR,Female,2005,74.92791085
COUNTRY,DNK,Male,2000,74.66253509
COUNTRY,PAK,Male,2019,66.29626655
COUNTRY,BIH,Both,2014,77.17772515
COUNTRY,TON,Female,2015,75.207595
COUNTRY,ROU,Female,2018,78.87413384
COUNTRY,UKR,Both,2001,67.7115647
COUNTRY,CIV,Female,2005,55.9191861
COUNTRY,DJI,Both,2000,59.51993524
COUNTRY,POL,Female,2017,81.35287756
COUNTRY,COL,Both,2018,77.82372796
COUNTRY,PRT,Male,2015,77.92082616
COUNTRY,MUS,Female,2003,75.30420618
COUNTRY,HND,Both,2017,71.27116934
COUNTRY,MDA,Female,2019,77.17009696
COUNTRY,BRA,Both,2004,72.50201054
COUNTRY,BRB,Female,2005,76.81997047
COUNTRY,ROU,Both,2010,73.69918195
COUNTRY,BIH,Both,2015,76.9957646
COUNTRY,DJI,Both,2004,59.74871021
COUNTRY,GAB,Male,2018,62.28017805
COUNTRY,MDA,Female,2003,69.98825642
COUNTRY,HRV,Female,2008,79.62758657
COUNTRY,CUB,Both,2001,76.71378311
COUNTRY,FSM,Male,2010,62.07855522
COUNTRY,ATG,Male,2021,75.20633745
COUNTRY,PNG,Male,2020,64.93785879
COUNTRY,ITA,Both,2000,79.36611399
COUNTRY,TON,Female,2012,75.04794049
COUNTRY,HUN,Male,2006,69.11939927
COUNTRY,AZE,Female,2010,72.4163387
COUNTRY,TLS,Male,2018,66.88717233
COUNTRY,JOR,Male,2006,76.26305998
COUNTRY,MYS,Both,2002,73.78194217
COUNTRY,TUR,Both,2012,76.83621576
WORLDBANKINCOMEGROUP,WB_LI,Female,2021,65.77246153
COUNTRY,BDI,Male,2015,60.78223173
REGION,AMR,Both,2020,75.0691549
REGION,EUR,Both,2011,76.14127866
COUNTRY,BRN,Male,2008,75.35763213
COUNTRY,KWT,Female,2002,80.02381066
COUNTRY,GAB,Male,2021,62.68143733
COUNTRY,TON,Female,2017,75.43370639
COUNTRY,TTO,Male,2006,69.22135937
COUNTRY,BLR,Both,2001,68.38068954
COUNTRY,PAK,Female,2018,67.50451936
COUNTRY,BDI,Both,2004,49.43158352
COUNTRY,TJK,Both,2012,70.97199509
COUNTRY,NLD,Male,2009,78.51815856
COUNTRY,MEX,Both,2010,74.95254484
COUNTRY,DJI,Female,2006,62.07008833
GLOBAL,GLOBAL,Male,2019,70.61350058
COUNTRY,QAT,Male,2010,72.61584174
COUNTRY,THA,Female,2017,80.79232092
COUNTRY,IDN,Female,2002,68.92604668
COUNTRY,GAB,Male,2013,60.91835794
COUNTRY,IRL,Male,2018,80.00370369
COUNTRY,GUY,Both,2019,68.73185311
COUNTRY,BIH,Both,2021,74.84944487
COUNTRY,OMN,Male,2011,71.00592734
COUNTRY,ETH,Both,2007,59.72840645
COUNTRY,HND,Both,2004,70.3400508
COUNTRY,KEN,Both,2012,62.61585724
COUNTRY,PRT,Male,2020,77.81551633
COUNTRY,EGY,Male,2017,68.62338728
COUNTRY,FRA,Female,2011,84.65555865
COUNTRY,MLT,Both,2013,81.20455704
COUNTRY,MLT,Both,2011,80.71689503
COUNTRY,FJI,Male,2016,65.74268296
COUNTRY,QAT,Male,2019,78.489898
COUNTRY,CUB,Female,2019,80.1179989
COUNTRY,TUR,Male,2006,72.8523334
COUNTRY,IRL,Female,2020,83.46543469
COUNTRY,MDA,Female,2018,76.80599236
COUNTRY,LKA,Both,2013,75.82006448
COUNTRY,NAM,Male,2020,60.29997449
COUNTRY,KOR,Male,2010,77.0670378
COUNTRY,ATG,Female,2021,78.41726652
COUNTRY,BRA,Female,2004,76.03420463
COUNTRY,PAK,Male,2005,61.49953513
COUNTRY,AUS,Both,2013,82.46342447
COUNTRY,TZA,Female,2015,66.80456862
COUNTRY,GAB,Both,2003,58.21558345
COUNTRY,CHL,Both,2019,81.02769155
COUNTRY,GHA,Both,2004,59.79633543
REGION,EUR,Male,2020,73.70769867
REGION,SEAR,Both,2008,67.06696466
COUNTRY,ERI,Male,2003,54.07647596
COUNTRY,IRQ,Male,2020,67.09464015
COUNTRY,HND,Female,2003,71.22127714
WORLDBANKINCOMEGROUP,WB_UMI,Both,2000,69.79700261
COUNTRY,GNB,Male,2006,50.59899966
WORLDBANKINCOMEGROUP,WB_HI,Both,2001,77.77308056
COUNTRY,PRK,Both,2013,70.83607796
COUNTRY,VEN,Female,2002,77.7093085
COUNTRY,CHN,Female,2007,76.72204748
COUNTRY,CPV,Both,2004,72.44024713
COUNTRY,BHS,Both,2016,72.949178
COUNTRY,UGA,Female,2002,52.50925904
COUNTRY,GRD,Both,2007,71.03136798
COUNTRY,GAB,Both,2009,61.22876669
COUNTRY,ATG,Both,2012,75.66312684
COUNTRY,ECU,Female,2015,79.6583026
COUNTRY,BTN,Female,2005,70.18354269
COUNTRY,GBR,Female,2006,81.24287429
COUNTRY,TGO,Female,2011,62.02364664
COUNTRY,GIN,Female,2021,62.47833722
COUNTRY,GHA,Female,2013,66.1984065
COUNTRY,BHR,Male,2021,73.81989739
COUNTRY,ETH,Male,2018,66.77984997
COUNTRY,LUX,Male,2011,79.16673611
COUNTRY,MDV,Male,2010,73.244639
COUNTRY,AGO,Both,2011,58.75334146
COUNTRY,COL,Both,2011,76.68552906
COUNTRY,GNB,Both,2014,57.18296664
COUNTRY,PAK,Both,2005,61.99158191
COUNTRY,CMR,Both,2006,54.52792524
COUNTRY,PSE,Female,2009,73.75819718
COUNTRY,PAN,Both,2014,77.76557135
COUNTRY,CAF,Female,2010,51.15928473
COUNTRY,TTO,Male,2020,70.09743473
COUNTRY,CRI,Both,2014,80.47995762
COUNTRY,CPV,Male,2007,69.82868984
COUNTRY,BHR,Female,2016,76.49846405
COUNTRY,KAZ,Both,2007,65.80148574
COUNTRY,SGP,Male,2015,80.74656874
COUNTRY,CHN,Both,2009,74.38654953
COUNTRY,SSD,Male,2012,57.46472453
REGION,SEAR,Both,2019,71.3719063
GLOBAL,GLOBAL,Female,2010,73.13052854
COUNTRY,SLV,Male,2000,67.28917216
COUNTRY,CMR,Both,2005,54.1270059
WORLDBANKINCOMEGROUP,WB_HI,Both,2014,80.53130986
COUNTRY,TZA,Both,2019,66.78631383
COUNTRY,BEN,Both,2003,58.45855402
COUNTRY,ALB,Male,2010,74.20230967
COUNTRY,SLB,Both,2020,65.39475136
COUNTRY,NER,Both,2020,60.39192551
COUNTRY,IND,Both,2003,64.58440423
COUNTRY,ITA,Both,2004,80.52668865
COUNTRY,GUY,Both,2009,66.08669636
COUNTRY,ISR,Female,2004,81.64821693
COUNTRY,PSE,Male,2003,66.03348922
COUNTRY,STP,Female,2012,70.85373258
COUNTRY,MAR,Female,2000,71.10546854
COUNTRY,CAN,Male,2002,77.02557154
COUNTRY,FJI,Female,2004,69.40954409
COUNTRY,IRN,Female,2018,79.31031064
COUNTRY,NLD,Both,2020,81.40141308
COUNTRY,TKM,Female,2020,72.08931923
COUNTRY,SGP,Female,2005,82.76305579
COUNTRY,AUT,Male,2010,77.65403147
COUNTRY,TLS,Male,2013,66.1665545
COUNTRY,SLE,Female,2014,56.51922394
COUNTRY,PNG,Male,2011,64.11831631
COUNTRY,COM,Both,2017,67.83204139
COUNTRY,HUN,Female,2013,78.90207506
COUNTRY,LBR,Both,2020,63.45657848
COUNTRY,MNE,Female,2017,79.98356029
COUNTRY,BRN,Male,2018,75.169677
COUNTRY,HUN,Male,2014,72.21124905
COUNTRY,YEM,Both,2002,64.16252882
COUNTRY,BOL,Female,2008,70.66953804
COUNTRY,COG,Both,2007,58.25955292
COUNTRY,SVK,Female,2017,80.37936483
COUNTRY,MLI,Both,2016,60.63666584
COUNTRY,AZE,Male,2017,72.21865304
COUNTRY,ARM,Male,2009,68.58638849
COUNTRY,DZA,Female,2019,77.0832775
COUNTRY,RUS,Both,2001,65.100666
COUNTRY,COM,Male,2020,66.96245063
COUNTRY,PRK,Female,2020,75.50962043
COUNTRY,SVN,Female,2019,84.03714131
COUNTRY,AUS,Male,2018,81.16105083
COUNTRY,GTM,Both,2014,71.9774007
REGION,WPR,Male,2005,70.53791335
COUNTRY,SGP,Male,2014,80.45593495
COUNTRY,MDG,Both,2007,61.67182144
COUNTRY,AUT,Male,2001,75.58328427
COUNTRY,SRB,Both,2007,73.57700553
COUNTRY,SGP,Male,2001,76.84743197
COUNTRY,MOZ,Both,2018,57.94330191
COUNTRY,TGO,Both,2020,63.84914267
COUNTRY,FRA,Male,2002,75.63708121
COUNTRY,SWZ,Female,2005,42.73985709
WORLDBANKINCOMEGROUP,WB_HI,Male,2014,78.00664113
REGION,WPR,Both,2017,77.21591876
COUNTRY,HRV,Male,2010,73.56293615
COUNTRY,ARG,Male,2008,72.22337402
COUNTRY,MNG,Both,2011,67.30366439
COUNTRY,PRT,Male,2014,77.75613843
COUNTRY,ZMB,Female,2013,61.37186559
COUNTRY,JAM,Male,2019,69.48005358
COUNTRY,LAO,Female,2021,70.50985512
COUNTRY,TGO,Female,2015,64.12435596
COUNTRY,VCT,Male,2017,70.97096597
COUNTRY,KHM,Both,2021,68.92399972
COUNTRY,STP,Male,2015,69.15776342
COUNTRY,CAN,Female,2003,81.88794028
COUNTRY,ZAF,Male,2009,52.9639772
COUNTRY,URY,Male,2005,71.77123386
COUNTRY,NLD,Male,2020,79.84736459
COUNTRY,BRN,Male,2002,74.67902011
COUNTRY,AGO,Male,2003,49.90832508
COUNTRY,IND,Both,2021,67.30780612
COUNTRY,AZE,Female,2008,71.50723097
COUNTRY,BDI,Both,2002,46.77202104
COUNTRY,MMR,Both,2020,68.86849549
COUNTRY,BIH,Both,2012,77.27133436
COUNTRY,SLV,Female,2009,78.20824412
COUNTRY,LTU,Male,2017,70.62513607
COUNTRY,CUB,Male,2001,74.81607831
COUNTRY,CUB,Female,2017,79.99965605
COUNTRY,GRC,Female,2017,82.86155149
COUNTRY,ERI,Male,2012,58.36153151
COUNTRY,CHN,Male,2003,69.33645795
COUNTRY,FSM,Male,2020,62.75900436
COUNTRY,CYP,Male,2004,77.07147914
COUNTRY,ITA,Both,2009,81.5215304
COUNTRY,TCD,Male,2011,54.69610743
COUNTRY,NZL,Male,2015,79.72841359
COUNTRY,SUR,Female,2021,72.70139066
COUNTRY,SAU,Both,2000,70.56634565
COUNTRY,DJI,Both,2009,61.71487892
COUNTRY,IRN,Male,2013,75.66121409
COUNTRY,CUB,Female,2020,80.10316852
COUNTRY,DNK,Female,2004,79.89374208
COUNTRY,SDN,Female,2011,68.36588638
COUNTRY,KIR,Female,2016,64.98389847
