SpatialDimType,SpatialDim,Dim1,TimeDim,NumericValue
COUNTRY,ARM,Female,2007,76.15180054
COUNTRY,IDN,Both,2002,67.65122104
COUNTRY,KGZ,Both,2019,73.58598166
COUNTRY,SYR,Both,2012,64.99959827
COUNTRY,CRI,Female,2006,81.98692409
COUNTRY,SWZ,Male,2005,40.87148907
COUNTRY,COG,Male,2005,56.80468851
COUNTRY,AFG,Both,2014,60.42859204
COUNTRY,BHR,Female,2005,72.49797183
COUNTRY,CAF,Female,2015,53.34102201
COUNTRY,ITA,Male,2005,77.77745026
COUNTRY,MLT,Female,2021,83.730114
COUNTRY,AFG,Female,2014,61.29263706
COUNTRY,ESP,Female,2006,83.81808792
COUNTRY,BTN,Both,2012,72.45535288
COUNTRY,OMN,Male,2002,70.02094092
COUNTRY,SEN,Male,2008,62.9005857
COUNTRY,SVK,Male,2007,70.55953922
COUNTRY,VCT,Male,2021,70.02337138
COUNTRY,GEO,Female,2011,76.20773347
COUNTRY,NER,Male,2010,57.47517576
COUNTRY,BOL,Female,2021,68.392692
COUNTRY,NIC,Male,2003,72.57784814
COUNTRY,ARM,Male,2014,69.78443638
COUNTRY,PHL,Both,2021,66.40834182
COUNTRY,CAN,Male,2004,77.51003888
COUNTRY,LVA,Both,2005,70.49159571
COUNTRY,CRI,Both,2003,78.7075014
COUNTRY,ROU,Both,2008,73.30477662
COUNTRY,HUN,Both,2002,72.48544621
COUNTRY,TLS,Female,2011,68.52140005
COUNTRY,VCT,Both,2008,73.51667142
COUNTRY,NIC,Female,2000,79.12425385
COUNTRY,TZA,Male,2016,63.97887909
COUNTRY,GTM,Male,2003,66.2352532
COUNTRY,LBN,Male,2013,75.62901714
COUNTRY,ECU,Female,2003,77.15993598
COUNTRY,DZA,Female,2018,76.97309475
COUNTRY,FIN,Male,2011,77.18588538
COUNTRY,BRA,Both,2018,75.31944699
COUNTRY,BRN,Male,2020,75.28838727
REGION,SEAR,Both,2014,69.73314803
COUNTRY,WSM,Male,2019,68.76537342
COUNTRY,IRN,Both,2014,77.29855084
COUNTRY,POL,Male,2013,72.88268771
COUNTRY,URY,Both,2011,76.59711654
COUNTRY,COL,Both,2002,72.8310481
REGION,SEAR,Both,2009,67.80764711
REGION,AFR,Both,2010,59.57096304
COUNTRY,PNG,Female,2015,67.14596983
COUNTRY,GNQ,Both,2001,54.84349385
COUNTRY,GRD,Male,2021,70.52317817
COUNTRY,SDN,Both,2021,67.58515204
COUNTRY,CMR,Female,2014,60.31462239
COUNTRY,TZA,Female,2014,66.27134157
COUNTRY,VUT,Male,2003,62.13824876
COUNTRY,BRN,Male,2000,74.10994602
COUNTRY,GAB,Female,2013,66.0057422
COUNTRY,SVK,Female,2018,80.5137064
COUNTRY,IDN,Both,2017,71.00063238
COUNTRY,ISL,Both,2000,79.6920726
COUNTRY,HND,Male,2009,70.19655337
COUNTRY,NOR,Male,2005,77.7040089
COUNTRY,DNK,Female,2009,80.81113386
COUNTRY,MOZ,Female,2001,53.44894892
COUNTRY,BFA,Both,2004,54.3424593
COUNTRY,TTO,Female,2017,77.28471071
COUNTRY,VCT,Male,2004,70.01635995
COUNTRY,LKA,Male,2010,70.14903723
COUNTRY,COG,Male,2007,58.61337887
COUNTRY,CPV,Both,2011,74.33323277
COUNTRY,VCT,Female,2015,75.29344743
COUNTRY,CZE,Female,2004,79.0217524
COUNTRY,CMR,Male,2020,60.10032034
COUNTRY,HTI,Both,2010,39.95809831
COUNTRY,NOR,Both,2004,79.81803393
COUNTRY,BHS,Both,2012,72.84562635
COUNTRY,BLR,Male,2016,68.68974641
COUNTRY,DEU,Female,2003,81.09586612
COUNTRY,KIR,Female,2005,64.48604482
COUNTRY,TON,Female,2019,75.59967888
COUNTRY,LCA,Female,2005,77.48945798
COUNTRY,BOL,Male,2010,69.55839699
COUNTRY,VEN,Both,2014,74.05573564
COUNTRY,UKR,Both,2012,71.09437239
COUNTRY,GEO,Both,2008,71.71817156
COUNTRY,COG,Female,2020,63.99636887
COUNTRY,HUN,Both,2013,75.59159743
COUNTRY,COG,Female,2004,55.23794939
COUNTRY,LBR,Male,2000,52.57737299
COUNTRY,NAM,Male,2011,57.49704071
COUNTRY,NPL,Female,2009,70.79298698
COUNTRY,NLD,Female,2000,80.39196428
COUNTRY,MDG,Female,2016,64.50064345
COUNTRY,SOM,Both,2007,49.97697257
COUNTRY,TGO,Both,2017,62.55310805
COUNTRY,LBY,Female,2002,75.75696352
COUNTRY,CHL,Both,2011,79.55204941
COUNTRY,ISR,Female,2020,84.29734991
COUNTRY,RWA,Female,2012,67.45907879
COUNTRY,CIV,Both,2008,56.57054792
COUNTRY,ARG,Male,2014,73.28096595
COUNTRY,LKA,Both,2007,73.81640208
COUNTRY,CAF,Both,2014,49.17728884
COUNTRY,RUS,Male,2008,61.7625566
COUNTRY,RWA,Male,2008,60.21468172
COUNTRY,MNE,Male,2012,73.74755638
COUNTRY,CZE,Female,2011,80.81694887
COUNTRY,MMR,Both,2006,62.15642058
COUNTRY,VUT,Male,2004,62.19683205
COUNTRY,JOR,Male,2016,78.96538801
COUNTRY,SGP,Both,2019,83.8984774
COUNTRY,BFA,Both,2010,58.61217661
COUNTRY,BRN,Male,2011,75.59719489
COUNTRY,FJI,Both,2015,67.8018416
COUNTRY,GEO,Female,2001,75.27715685
COUNTRY,HRV,Male,2014,74.96397012
COUNTRY,PRY,Both,2004,74.56424274
COUNTRY,PRI,Both,2017,78.42817699
COUNTRY,TUR,Both,2000,73.31499528
COUNTRY,DNK,Both,2006,78.19096238
COUNTRY,SGP,Female,2019,85.97841677
COUNTRY,TUN,Female,2021,76.84116498
COUNTRY,UKR,Female,2006,73.56300583
COUNTRY,SDN,Both,2007,65.760154
COUNTRY,QAT,Both,2016,78.22428304
COUNTRY,SGP,Both,2000,78.52088806
COUNTRY,TTO,Male,2000,67.88187024
COUNTRY,VUT,Both,2018,67.04714117
COUNTRY,MNG,Both,2013,68.39260768
COUNTRY,BHR,Both,2016,75.65906707
COUNTRY,BRB,Male,2020,75.14815245
COUNTRY,PRI,Female,2004,80.92096092
COUNTRY,DNK,Male,2016,78.96719168
COUNTRY,MAR,Both,2003,70.88040999
COUNTRY,GNQ,Male,2020,59.60857395
WORLDBANKINCOMEGROUP,WB_UMI,Male,2005,68.07056584
COUNTRY,IRN,Female,2015,78.97208316
COUNTRY,FIN,Female,2010,83.01933361
COUNTRY,DZA,Female,2000,73.80763424
COUNTRY,MOZ,Male,2005,49.92009549
WORLDBANKINCOMEGROUP,WB_LMI,Female,2019,71.53315952
COUNTRY,MNE,Male,2021,71.62459242
COUNTRY,PER,Male,2010,76.66274247
COUNTRY,LBN,Female,2014,80.62667819
COUNTRY,LSO,Female,2016,52.79263989
COUNTRY,LTU,Male,2015,69.1102237
COUNTRY,FSM,Male,2005,61.5026773
COUNTRY,COD,Male,2007,54.50767132
COUNTRY,YEM,Male,2020,63.72097686
COUNTRY,TJK,Female,2009,71.25707249
COUNTRY,LUX,Male,2015,80.35523248
COUNTRY,IRL,Female,2010,82.64981229
COUNTRY,CAN,Male,2011,79.4129726
WORLDBANKINCOMEGROUP,WB_LMI,Female,2014,70.08633623
COUNTRY,SWE,Female,2021,84.31275387
COUNTRY,ISR,Female,2011,83.3702732
COUNTRY,BFA,Female,2000,53.32654395
COUNTRY,GAB,Female,2014,66.71058666
COUNTRY,CMR,Female,2000,54.28794441
COUNTRY,LCA,Both,2003,73.77614845
COUNTRY,CHL,Male,2001,73.82222839
COUNTRY,KIR,Both,2020,61.87697198
COUNTRY,KAZ,Both,2013,70.6757737
COUNTRY,MUS,Male,2008,69.47727045
COUNTRY,JOR,Female,2020,78.80041534
COUNTRY,COM,Female,2013,67.84307327
COUNTRY,GAB,Male,2003,56.99291562
COUNTRY,AUS,Female,2016,84.49586316
COUNTRY,MDG,Both,2000,58.73234782
COUNTRY,GHA,Female,2004,61.50926639
COUNTRY,GEO,Male,2008,66.62386119
COUNTRY,KWT,Male,2008,76.24041145
COUNTRY,KWT,Female,2011,83.3445765
COUNTRY,ROU,Female,2014,78.48985721
COUNTRY,SYR,Female,2005,74.57639853
COUNTRY,CHN,Female,2008,76.90084439
COUNTRY,GBR,Both,2016,80.81034292
COUNTRY,THA,Male,2002,68.19564821
COUNTRY,MEX,Both,2009,75.14215277
COUNTRY,AZE,Female,2004,70.21029051
COUNTRY,NLD,Female,2021,82.64706192
COUNTRY,HRV,Male,2020,74.8136734
REGION,AFR,Both,2018,63.77580177
COUNTRY,PHL,Female,2007,74.04585286
COUNTRY,CPV,Both,2013,74.70386595
COUNTRY,GRC,Male,2014,78.56288402
COUNTRY,PER,Both,2020,72.7753962
COUNTRY,MRT,Both,2000,62.9207429
COUNTRY,WSM,Female,2002,71.93832518
COUNTRY,OMN,Male,2005,70.81656518
COUNTRY,TJK,Female,2017,74.81794632
COUNTRY,CHE,Both,2008,81.86194325
COUNTRY,IRL,Female,2014,82.94811582
COUNTRY,GTM,Female,2006,73.32224749
COUNTRY,COG,Both,2004,55.40549068
COUNTRY,BRA,Female,2009,77.31740287
COUNTRY,CAF,Male,2011,47.87876112
COUNTRY,HTI,Both,2006,59.24644609
COUNTRY,GTM,Female,2004,72.92473269
COUNTRY,ARM,Both,2013,74.18785118
COUNTRY,RUS,Both,2007,67.42224647
COUNTRY,BDI,Male,2004,46.9491295
COUNTRY,BEL,Female,2017,83.33776312
COUNTRY,AUS,Female,2017,84.51689818
COUNTRY,ZMB,Both,2010,57.42656833
COUNTRY,SDN,Male,2004,62.06649726
COUNTRY,LCA,Female,2018,79.97257829
COUNTRY,CHL,Female,2017,83.02480992
COUNTRY,SOM,Male,2020,52.84960978
COUNTRY,PER,Male,2015,78.71199495
COUNTRY,IDN,Female,2010,70.93250449
COUNTRY,TLS,Both,2004,65.10952919
COUNTRY,HND,Male,2007,70.14400196
COUNTRY,MUS,Both,2003,71.8438719
COUNTRY,AZE,Both,2009,69.37470529
COUNTRY,SRB,Female,2017,77.96748346
COUNTRY,KAZ,Male,2006,59.80155133
COUNTRY,GMB,Both,2018,64.60661374
COUNTRY,BDI,Male,2013,60.06412784
COUNTRY,TJK,Male,2001,64.29353859
COUNTRY,MNE,Male,2019,73.88887289
COUNTRY,ECU,Female,2005,77.1724979
COUNTRY,TKM,Female,2006,69.55481834
COUNTRY,THA,Female,2010,78.52357866
COUNTRY,RWA,Both,2006,59.15292023
COUNTRY,BOL,Female,2007,70.33890752
WORLDBANKINCOMEGROUP,WB_HI,Male,2017,78.14184047
COUNTRY,CHE,Female,2003,82.7589446
COUNTRY,LBN,Male,2000,74.29639667
COUNTRY,IRN,Male,2005,72.98759934
COUNTRY,NGA,Both,2018,62.68563037
COUNTRY,RUS,Female,2014,76.2667542
COUNTRY,ZAF,Female,2005,53.21852928
COUNTRY,HRV,Both,2019,78.60209541
COUNTRY,SLB,Male,2012,62.39700143
COUNTRY,SLB,Male,2002,61.20380099
COUNTRY,BFA,Male,2003,51.96635042
COUNTRY,IRN,Female,2003,75.0410248
COUNTRY,MEX,Both,2001,74.55106521
COUNTRY,UGA,Female,2011,63.42690528
COUNTRY,ETH,Female,2011,65.8379965
COUNTRY,PHL,Male,2016,65.61954455
COUNTRY,SVK,Male,2016,73.73375063
COUNTRY,IRQ,Both,2004,69.06294468
COUNTRY,MOZ,Both,2009,53.32648003
COUNTRY,NAM,Female,2014,65.00578874
COUNTRY,IRQ,Female,2015,74.49758764
COUNTRY,CZE,Male,2020,75.21579119
COUNTRY,SGP,Female,2020,86.32927029
COUNTRY,BEN,Male,2005,57.27564734
COUNTRY,ETH,Male,2017,66.37229867
COUNTRY,UGA,Both,2017,65.21733648
COUNTRY,BLZ,Female,2008,76.21019682
COUNTRY,GRD,Female,2009,76.04993558
COUNTRY,NAM,Female,2001,54.21311667
COUNTRY,GHA,Male,2003,58.01322199
COUNTRY,BEN,Female,2010,63.54981358
COUNTRY,TON,Female,2014,75.13906839
COUNTRY,LBY,Both,2003,73.51059338
COUNTRY,DZA,Both,2017,76.40431934
COUNTRY,PSE,Both,2012,73.09729954
COUNTRY,ZWE,Male,2014,54.85871082
REGION,WPR,Both,2012,75.95105819
COUNTRY,ERI,Female,2006,62.02071423
COUNTRY,SOM,Female,2001,51.64988019
COUNTRY,JPN,Both,2009,83.15818254
COUNTRY,TUR,Both,2002,74.77351879
COUNTRY,ITA,Male,2009,78.97904681
COUNTRY,MMR,Both,2019,68.80517618
COUNTRY,ROU,Male,2007,69.61975823
COUNTRY,PSE,Male,2019,73.99701572
COUNTRY,CHN,Both,2010,74.65168239
COUNTRY,LBY,Male,2010,72.78333107
COUNTRY,SLV,Both,2007,74.16542856
COUNTRY,VCT,Both,2014,72.73600877
COUNTRY,MNE,Male,2001,71.02398966
COUNTRY,CHN,Both,2016,76.71571735
COUNTRY,CYP,Female,2007,82.37821406
COUNTRY,JOR,Female,2004,72.84277256
COUNTRY,MAR,Male,2011,71.87325536
COUNTRY,NLD,Both,2019,82.33882776
COUNTRY,JPN,Male,2001,78.40939079
COUNTRY,ALB,Female,2017,79.86499837
COUNTRY,COG,Male,2014,61.53702389
REGION,EMR,Female,2019,71.74997507
COUNTRY,NGA,Male,2001,53.23806758
COUNTRY,CAF,Male,2014,46.67385263
COUNTRY,PSE,Both,2009,69.43075818
WORLDBANKINCOMEGROUP,WB_LI,Both,2019,64.21817017
COUNTRY,GIN,Both,2020,61.15586466
COUNTRY,BWA,Female,2007,58.37080374
COUNTRY,VEN,Male,2001,70.43068487
COUNTRY,MNE,Both,2007,74.67252275
COUNTRY,SAU,Male,2008,72.09740592
COUNTRY,CPV,Male,2010,70.86107799
COUNTRY,PRK,Female,2010,72.78215196
COUNTRY,PRI,Male,2008,74.93517591
COUNTRY,NZL,Both,2017,81.16380852
COUNTRY,CHN,Male,2019,74.57707156
COUNTRY,SRB,Female,2020,77.33151376
COUNTRY,HRV,Male,2006,72.4762099
COUNTRY,NPL,Female,2002,67.8444811
COUNTRY,CZE,Female,2010,80.64456878
COUNTRY,GIN,Both,2013,59.12749175
COUNTRY,NAM,Both,2016,62.05755741
COUNTRY,ZWE,Both,2012,54.90174943
COUNTRY,KHM,Male,2004,60.14519604
COUNTRY,TGO,Male,2013,58.4613051
COUNTRY,GRD,Both,2011,72.12250252
GLOBAL,GLOBAL,Male,2020,69.80764516
COUNTRY,LVA,Female,2003,75.5366882
COUNTRY,IRL,Female,2011,82.43269843
COUNTRY,BEN,Male,2004,56.89999605
COUNTRY,NOR,Male,2019,81.12368172
COUNTRY,CRI,Male,2019,77.92611257
COUNTRY,BRA,Male,2002,68.64117549
COUNTRY,GEO,Both,2020,73.10852232
COUNTRY,ECU,Female,2004,77.26530503
COUNTRY,NER,Both,2004,53.86159387
COUNTRY,SWZ,Both,2005,41.77987727
COUNTRY,AZE,Both,2001,66.31096148
COUNTRY,TUR,Both,2017,77.07084923
REGION,WPR,Female,2001,75.14106857
COUNTRY,ARM,Both,2007,72.53070418
COUNTRY,CIV,Both,2002,51.80536737
COUNTRY,POL,Female,2020,80.44535889
COUNTRY,HTI,Both,2019,63.66018845
COUNTRY,UGA,Male,2009,56.53216734
COUNTRY,KEN,Male,2010,59.43556887
COUNTRY,HND,Female,2007,71.88241518
COUNTRY,BLZ,Female,2010,76.3148249
COUNTRY,TKM,Female,2004,69.69931678
COUNTRY,TUR,Female,2007,80.0518606
COUNTRY,COD,Male,2008,54.77366742
COUNTRY,HND,Female,2019,72.89977764
COUNTRY,FRA,Male,2003,75.7083459
COUNTRY,HRV,Female,2006,79.48365453
COUNTRY,GEO,Both,2011,71.94043757
COUNTRY,BWA,Male,2017,61.81797874
COUNTRY,BIH,Male,2021,72.55525423
COUNTRY,LUX,Male,2002,75.8882121
COUNTRY,ERI,Both,2020,63.82002522
COUNTRY,STP,Both,2009,68.39802803
COUNTRY,CMR,Female,2015,60.81900251
COUNTRY,SSD,Both,2009,57.82228027
COUNTRY,NPL,Both,2009,69.26898964
COUNTRY,BLZ,Male,2003,69.18054807
COUNTRY,SYR,Female,2014,68.94651267
COUNTRY,BHS,Both,2013,73.00901267
COUNTRY,UKR,Female,2017,77.66799049
WORLDBANKINCOMEGROUP,WB_LMI,Both,2021,67.21688028
COUNTRY,NAM,Female,2011,64.25252882
COUNTRY,BGD,Male,2004,65.73796311
COUNTRY,GHA,Female,2018,68.17911765
COUNTRY,JAM,Both,2016,72.33025467
COUNTRY,BLR,Both,2000,68.79296699
COUNTRY,LVA,Female,2007,76.20154701
COUNTRY,GNQ,Female,2018,63.10569716
COUNTRY,ISL,Male,2002,78.42499179
COUNTRY,ZAF,Male,2019,62.49607452
COUNTRY,COM,Both,2006,64.55149646
COUNTRY,BEN,Both,2021,64.01268515
COUNTRY,ZMB,Female,2020,64.07175197
COUNTRY,MLI,Male,2018,60.77260408
COUNTRY,SWZ,Female,2018,58.39005991
REGION,AMR,Both,2004,75.07444467
COUNTRY,PAK,Both,2018,66.73689511
COUNTRY,SGP,Female,2021,86.25122473
COUNTRY,PAK,Female,2017,67.16437322
COUNTRY,BEL,Female,2019,83.65574273
COUNTRY,BFA,Female,2002,54.38754981
COUNTRY,LKA,Female,2011,78.55435494
COUNTRY,KOR,Male,2002,73.47874509
COUNTRY,MDV,Male,2017,76.63972773
WORLDBANKINCOMEGROUP,WB_HI,Male,2002,74.97430921
COUNTRY,JAM,Male,2000,69.9747201
COUNTRY,MAR,Male,2006,70.72855557
COUNTRY,PRK,Both,2009,69.87200709
COUNTRY,VUT,Both,2007,65.5182575
COUNTRY,COL,Female,2011,79.63054512
COUNTRY,CAN,Male,2018,79.83958687
COUNTRY,HTI,Female,2020,64.20538405
COUNTRY,AGO,Male,2001,47.67809162
COUNTRY,ZWE,Both,2006,46.40915188
COUNTRY,TCD,Both,2008,54.40322043
COUNTRY,ALB,Female,2004,78.25261804
COUNTRY,MNG,Male,2013,64.32633855
COUNTRY,COM,Female,2014,68.16671159
COUNTRY,AUS,Female,2015,84.16784956
REGION,AMR,Female,2005,78.04083185
COUNTRY,SVN,Both,2019,81.28502446
COUNTRY,ZMB,Female,2016,63.06616028
COUNTRY,PSE,Both,2014,74.19704282
COUNTRY,BGR,Female,2000,74.96618915
COUNTRY,AUT,Both,2020,81.08512036
COUNTRY,TLS,Female,2014,68.92437552
COUNTRY,AUT,Both,2008,80.26667316
COUNTRY,GAB,Male,2000,56.05204471
COUNTRY,SEN,Both,2009,65.11616175
COUNTRY,ALB,Both,2002,75.48885772
COUNTRY,CYP,Female,2017,83.91565559
COUNTRY,IRN,Both,2001,73.7597003
COUNTRY,SLB,Male,2003,61.24511445
COUNTRY,SYR,Male,2014,53.41815384
COUNTRY,URY,Female,2010,80.2598005
COUNTRY,EST,Male,2008,68.93581202
COUNTRY,VUT,Male,2021,63.35992654
COUNTRY,BGR,Female,2021,74.97959223
COUNTRY,SGP,Male,2017,81.07523265
COUNTRY,COG,Both,2000,52.21826617
COUNTRY,NOR,Male,2003,76.96661792
COUNTRY,FIN,Male,2020,78.93672923
COUNTRY,TLS,Both,2003,64.51597993
COUNTRY,FSM,Male,2013,62.51020045
COUNTRY,HRV,Both,2017,78.12551064
COUNTRY,TCD,Female,2004,53.89491294
COUNTRY,MNE,Male,2008,72.51562962
COUNTRY,CHE,Female,2019,85.1153473
COUNTRY,VEN,Both,2005,74.71197022
COUNTRY,PRK,Female,2005,72.27339589
COUNTRY,UKR,Male,2000,62.03323222
REGION,AMR,Female,2009,78.93185501
COUNTRY,NGA,Female,2009,60.69963512
COUNTRY,AZE,Female,2013,74.15089388
COUNTRY,KGZ,Both,2014,70.89588242
COUNTRY,HUN,Female,2003,76.55323978
COUNTRY,EGY,Female,2014,73.23859714
COUNTRY,GIN,Male,2002,54.33709499
COUNTRY,RWA,Female,2000,48.39373575
COUNTRY,CIV,Male,2005,52.30992856
COUNTRY,SVK,Both,2019,77.61261952
COUNTRY,ITA,Female,2008,83.79885664
COUNTRY,GHA,Male,2020,63.62400292
COUNTRY,NLD,Female,2002,80.48818963
COUNTRY,NGA,Both,2015,61.73359862
COUNTRY,MDV,Male,2003,70.45366105
COUNTRY,SEN,Female,2020,70.35410083
COUNTRY,VNM,Female,2004,76.44269967
COUNTRY,AUT,Male,2014,78.88532384
COUNTRY,NPL,Male,2010,67.91697031
COUNTRY,MKD,Both,2016,75.56274435
COUNTRY,ALB,Male,2000,70.6839866
COUNTRY,BRB,Male,2011,74.85978453
COUNTRY,SGP,Both,2009,81.58275269
COUNTRY,GTM,Male,2001,65.44563852
COUNTRY,IRN,Male,2020,73.32479191
COUNTRY,CIV,Female,2009,59.43377933
COUNTRY,KIR,Both,2012,61.47703351
COUNTRY,COD,Female,2020,64.4638015
COUNTRY,IDN,Female,2008,70.44770693
COUNTRY,IRQ,Male,2010,68.28181725
COUNTRY,LUX,Both,2009,80.92194389
COUNTRY,LUX,Female,2004,81.84680567
COUNTRY,NGA,Female,2011,61.6156601
COUNTRY,PER,Female,2021,74.80744833
COUNTRY,TUR,Female,2000,77.12942529
COUNTRY,URY,Female,2014,80.91834996
COUNTRY,PAN,Female,2003,79.33216958
COUNTRY,ISR,Female,2013,83.60382482
COUNTRY,DOM,Male,2006,70.2730325
COUNTRY,MKD,Female,2018,78.49075849
COUNTRY,TLS,Male,2021,66.52957629
COUNTRY,GUY,Male,2013,63.06122242
COUNTRY,UZB,Female,2002,64.87586393
COUNTRY,GTM,Female,2005,72.72023807
COUNTRY,GRC,Male,2016,78.52796486
COUNTRY,BHS,Male,2008,69.51300514
COUNTRY,MAR,Both,2008,71.88491111
COUNTRY,NAM,Male,2017,59.09811942
COUNTRY,PSE,Female,2019,77.59649042
COUNTRY,POL,Female,2014,81.29088119
COUNTRY,IND,Male,2016,68.36023887
COUNTRY,POL,Male,2007,70.87904919
COUNTRY,JOR,Both,2000,72.72227433
COUNTRY,LUX,Female,2018,84.68650104
COUNTRY,IDN,Both,2004,66.25106515
COUNTRY,KGZ,Both,2020,71.47082259
COUNTRY,URY,Both,2000,74.87862057
COUNTRY,NER,Female,2001,51.30905352
COUNTRY,LBN,Male,2005,75.41744069
COUNTRY,MKD,Female,2007,75.77010825
COUNTRY,ARM,Female,2014,78.1072745
WORLDBANKINCOMEGROUP,WB_UMI,Both,2016,74.97657756
COUNTRY,PRI,Female,2012,82.91461201
COUNTRY,AUT,Female,2020,83.30621304
COUNTRY,MKD,Female,2012,76.9113136
COUNTRY,BHS,Male,2009,69.43606254
COUNTRY,RWA,Female,2008,63.85681264
COUNTRY,ZWE,Male,2008,47.5880085
COUNTRY,POL,Male,2012,72.54592426
COUNTRY,LCA,Both,2020,75.63349527
COUNTRY,BDI,Both,2021,64.00694993
COUNTRY,MYS,Both,2010,74.02631776
COUNTRY,UKR,Male,2018,67.67453894
COUNTRY,MLI,Male,2016,60.19265487
COUNTRY,BFA,Both,2011,59.07175267
COUNTRY,MNE,Both,2018,77.222772
COUNTRY,SYR,Both,2011,71.88413217
COUNTRY,SOM,Female,2014,55.55978648
COUNTRY,MLT,Male,2005,76.88233578
COUNTRY,ZWE,Male,2003,44.72555132
COUNTRY,PRK,Female,2002,65.30640843
COUNTRY,HND,Female,2008,71.91689034
REGION,AMR,Both,2018,76.98308457
COUNTRY,BEL,Male,2008,76.8648054
COUNTRY,HUN,Male,2003,68.29292538
COUNTRY,EGY,Both,2021,69.10821615
COUNTRY,MDA,Both,2010,67.76693165
COUNTRY,WSM,Female,2014,71.49110507
COUNTRY,ECU,Male,2007,71.210898
COUNTRY,BTN,Female,2017,74.71875176
COUNTRY,DEU,Both,2000,78.10603024
COUNTRY,HND,Both,2007,70.94703187
COUNTRY,SWZ,Female,2009,47.45972857
COUNTRY,SWE,Both,2010,81.30465771
COUNTRY,COG,Male,2011,61.16543404
COUNTRY,MDG,Both,2002,59.4274793
COUNTRY,DOM,Male,2020,70.06998053
COUNTRY,GIN,Female,2002,55.9836129
COUNTRY,UZB,Both,2018,71.46640597
COUNTRY,GRD,Male,2011,69.40242559
COUNTRY,PHL,Female,2017,73.74103151
COUNTRY,MDA,Male,2012,65.90088867
WORLDBANKINCOMEGROUP,WB_HI,Female,2021,82.29613519
COUNTRY,TGO,Male,2006,55.64757725
COUNTRY,PRT,Female,2002,80.54491581
COUNTRY,GTM,Both,2013,71.749288
COUNTRY,CZE,Both,2017,78.85473024
COUNTRY,TLS,Both,2008,66.57678716
COUNTRY,MWI,Both,2012,59.42059707
COUNTRY,GBR,Both,2002,78.07797235
COUNTRY,SUR,Male,2020,69.39276822
COUNTRY,LBN,Female,2015,80.79983794
COUNTRY,SWE,Male,2004,78.25453113
COUNTRY,ALB,Male,2005,71.61516635
COUNTRY,EGY,Female,2020,72.6046597
COUNTRY,OMN,Female,2000,75.3732562
COUNTRY,FJI,Both,2021,65.50058445
COUNTRY,SVN,Both,2020,80.33576726
COUNTRY,KAZ,Male,2021,66.36555838
COUNTRY,BRA,Male,2016,71.10201501
COUNTRY,ERI,Male,2001,52.95337325
COUNTRY,MRT,Female,2002,64.07450615
COUNTRY,YEM,Female,2021,68.56819218
COUNTRY,PRK,Male,2018,69.13402057
WORLDBANKINCOMEGROUP,WB_LI,Male,2016,60.74663911
COUNTRY,KOR,Male,2020,80.69913201
COUNTRY,MEX,Male,2011,72.65967912
COUNTRY,ISR,Both,2004,79.54240915
COUNTRY,BDI,Male,2005,48.33362765
COUNTRY,MDG,Female,2019,64.81833127
COUNTRY,GAB,Female,2010,63.6872394
COUNTRY,VUT,Male,2010,63.09571653
COUNTRY,PAK,Female,2004,63.09145964
COUNTRY,ALB,Female,2016,79.858957
COUNTRY,CHL,Both,2013,79.82550323
COUNTRY,CHL,Female,2010,81.47046586
COUNTRY,LBY,Male,2013,72.78857403
COUNTRY,LKA,Male,2003,69.47318965
COUNTRY,ETH,Both,2018,68.47192846
COUNTRY,GNQ,Female,2021,63.21443749
COUNTRY,CZE,Both,2001,75.30051991
REGION,EUR,Female,2010,79.18001445
COUNTRY,CAN,Both,2001,79.3114365
COUNTRY,LVA,Female,2000,75.63090099
COUNTRY,FIN,Female,2017,83.92285302
COUNTRY,KAZ,Female,2012,74.35117477
COUNTRY,ZMB,Female,2011,60.1907987
COUNTRY,JAM,Female,2003,75.4265101
COUNTRY,IDN,Male,2019,69.54931014
COUNTRY,JAM,Male,2008,67.01592475
COUNTRY,JPN,Male,2000,78.07688359
COUNTRY,ZWE,Male,2004,44.90256126
COUNTRY,MLI,Both,2015,60.12125985
COUNTRY,TTO,Male,2013,71.37167152
REGION,AMR,Male,2008,73.17714431
COUNTRY,DEU,Male,2019,78.74919085
COUNTRY,MUS,Male,2013,70.5053395
COUNTRY,COM,Female,2016,68.77338373
COUNTRY,GBR,Female,2019,82.91700525
COUNTRY,DOM,Female,2007,75.74023264
COUNTRY,DJI,Female,2000,61.4037419
COUNTRY,MDG,Male,2001,58.21377125
COUNTRY,CRI,Male,2020,77.29496495
COUNTRY,DZA,Both,2007,74.59216684
COUNTRY,AUT,Both,2006,79.80520182
COUNTRY,ISR,Male,2018,80.66380567
COUNTRY,BEN,Both,2000,57.42109531
COUNTRY,MKD,Male,2006,71.67255835
COUNTRY,CAF,Male,2016,49.14513165
COUNTRY,BEL,Male,2002,75.02045912
COUNTRY,LVA,Female,2008,77.09837344
COUNTRY,USA,Male,2015,76.47766171
COUNTRY,MLI,Female,2013,59.91983059
COUNTRY,JAM,Female,2004,75.4615765
COUNTRY,IDN,Both,2016,70.77579907
COUNTRY,PRK,Female,2009,72.59795245
COUNTRY,FIN,Both,2016,81.11659919
COUNTRY,TUR,Male,2020,73.41211431
COUNTRY,ERI,Both,2021,63.57308435
COUNTRY,NLD,Male,2016,79.80497434
COUNTRY,SYR,Male,2012,60.3400017
COUNTRY,GMB,Male,2021,62.2216191
